temperature,moment,sus
52.2355709075928,0.000216212525269523,46250789.53004387
52.2351779937744,0.000216340029419311,46223530.73927879
52.2351474761963,0.000216532333198489,46182479.31976646
56.2167415618897,0.000186147364058946,53720878.88837023
56.2168483734131,0.000186047227379913,53749793.215567544
56.2172107696533,0.000185551849139783,53893292.07097599
60.2115325927734,0.000167020420762516,59872918.25961126
60.208158493042,0.000167572957659886,59675499.79213516
60.207124710083,0.000167466615193324,59713394.14996815
64.2173957824707,0.000159857832968621,62555583.38491259
64.2121429443359,0.000160982441612617,62118575.78892784
64.2079772949219,0.000161365742272497,61971022.22052238
68.2248001098633,0.000157420906882967,63523963.86227403
68.2217407226563,0.000157589038894274,63456190.03812168
68.2198715209961,0.00015773734055752,63396529.72882113
72.2300033569336,0.000154019617487817,64926794.151991725
72.2280883789063,0.000153789514324784,65023939.01109061
72.2268829345703,0.000153891688326706,64980767.37432624
76.2290306091309,0.000150558616513154,66419313.83001464
76.226993560791,0.000150838080995003,66296255.786569454
76.225959777832,0.000150925048853847,66258053.75543601
80.254753112793,0.000152221089141701,65693919.655844174
80.2493782043457,0.000151434945435484,66034956.27276011
80.2417602539063,0.000151095149175701,66183461.57738989
84.2833862304687,0.000150632624059579,66386681.25468457
84.2713928222656,0.000151045590747679,66205176.533123404
84.2601623535156,0.000150453634115184,66465659.39606497
88.2773895263672,0.000149818872885323,66747264.93006243
88.2669715881348,0.000150433804389239,66474420.69686387
88.2565155029297,0.000150932517232958,66254775.20238677
92.2722816467285,0.000148855144130105,67179404.90695857
92.2663192749023,0.000148811223825944,67199232.3085551
92.2584686279297,0.000147759333520326,67677619.82781538
96.2558212280273,0.000147802679117058,67657772.23889235
96.2548789978027,0.000147579146777788,67760250.81007645
96.2507019042969,0.000146803452711711,68118288.87729059
100.247074127197,0.000146750768667526,68142743.58354941
100.248794555664,0.000147175956267445,67945880.92791606
100.246978759766,0.000147255746191639,67909064.73005117
104.242256164551,0.000147543847031041,67776462.39558978
104.245361328125,0.000147026672415192,68014869.92619115
104.243667602539,0.000148213946644567,67470033.86922202
108.232410430908,0.000145601807984311,68680465.8433742
108.244487762451,0.000145635760575672,68664454.11808059
108.250164031982,0.000145859643220181,68559059.78670603
112.227397918701,0.000144843856038252,69039863.15690938
112.242221832275,0.000144795850504276,69062752.59389901
112.249179840088,0.00014532939176735,68809205.61484535
116.22159576416,0.000144969927691904,68979823.32758285
116.238883972168,0.000144836637944501,69043303.83470951
116.24728012085,0.000144875226610653,69024913.6028939
120.230194091797,0.00014419572661872,69350182.80008975
120.247882843018,0.000144601074079247,69155779.53812163
120.256225585938,0.000144514298030579,69197305.2928231
124.227577209473,0.000144473748380812,69216726.99763724
124.247333526611,0.000144247079513385,69325493.68579818
124.257347106934,0.00014390429023422,69490631.47265384
128.233833312988,0.000143871890802642,69506280.5125542
128.253921508789,0.000143534408871251,69669705.53360417
128.262878417969,0.000143671663179701,69603147.75149673
132.25838470459,0.000143832505780049,69525313.11171179
132.246528625488,0.000143641308715216,69617856.37741613
132.23265838623,0.000143126664128609,69868183.26887241
136.257537841797,0.000143004184040679,69928023.90421946
136.241813659668,0.000142929093223414,69964762.06820184
136.225608825684,0.000142780988119878,70037335.7243057
140.26830291748,0.000143052542834451,69904384.79358315
140.251281738281,0.000142876909168466,69990315.84739149
140.233360290527,0.000143495661473009,69688518.08722427
144.291160583496,0.000142870474594254,69993468.05839044
144.27214050293,0.000143031353575417,69914740.719609
144.252502441406,0.00014265974509978,70096858.73899281
148.268760681152,0.000142501907417164,70174499.28389889
148.215362548828,0.00014254382837444,70153861.54587899
148.168823242187,0.000142785990958213,70034881.80382168
152.267890930176,0.00014243720698842,70206375.22619346
152.246658325195,0.00014212399523919,70361095.48686926
152.224990844727,0.000141942940073867,70450844.50692657
156.225364685059,0.000142009280471031,70417933.01698996
156.204544067383,0.000141792634277966,70525525.18628226
156.184211730957,0.00014194889764705,70447887.69592689
160.251708984375,0.000141667796598324,70587672.28767857
160.194412231445,0.000141822537700125,70510654.80963528
160.143768310547,0.000141704654336391,70569312.25604714
164.243064880371,0.00014166087097925,70591123.22883265
164.220512390137,0.000141556451638243,70643194.88281375
164.197959899902,0.000141428346039013,70707183.3905312
168.1787109375,0.000141054291304566,70894688.19071862
168.156257629395,0.00014132691077864,70757932.40583158
168.135055541992,0.000141760151801005,70541685.18412313
172.100547790527,0.000141760151801005,70541685.18412313
172.087951660156,0.000142008805797505,70418168.39343981
172.072570800781,0.00014193043350256402,70457052.46732263
176.175964355469,0.000141930713106072,70456913.6669277
176.152359008789,0.00014156361109087702,70639622.16660665
176.130226135254,0.00014149627294211502,70673239.59897459
180.177124023438,0.00014066273336988002,71092035.25644903
180.153244018555,0.000140750313197273,71047799.27547434
180.129707336426,0.00014138160721865401,70730558.21564172
184.092193603516,0.000141375424360019,70733651.51877134
184.078979492187,0.000141475131104673,70683800.90491886
184.063537597656,0.00014088462235285502,70980067.46935323
188.173294067383,0.00014037107188147102,71239749.5150851
188.14794921875,0.000140609092937666,71119155.88868168
188.123908996582,0.00014086698664412202,70988953.7515515
192.16780090332,0.0001406352728707,71105916.7154601
192.142280578613,0.000140475251851407,71186916.33012964
192.119010925293,0.000140423271793621,71213267.37563075
196.07625579834,0.000140643232520828,71101892.50321084
196.064613342285,0.00014026334308012202,71294464.97141983
196.050170898438,0.000140656880267046,71094993.583068
200.116539001465,0.00014004800225117102,71404088.87850726
200.095550537109,0.00014017439320320802,71339706.00110392
200.075416564941,0.000139929875875328,71464366.97270857
204.113945007324,0.000139534208166327,71667013.64069691
204.091850280762,0.000139799179909652,71531177.83997516
204.072731018066,0.000139582218551664,71642363.21619052
208.061134338379,0.000140143702543444,71355328.98383385
208.048782348633,0.000139618766274789,71623609.53912614
208.033805847168,0.00013998391188859102,71436780.59203474
212.064392089844,0.00013903753947254802,71923021.9258478
212.046699523926,0.00013951491593421002,71676923.81161326
212.031028747559,0.00013916392539191,71857702.86256476
216.073364257813,0.000139973062965439,71442317.45838924
216.054458618164,0.00014042622947811902,71211767.46797282
216.038383483887,0.000140475289614261,71186897.19351754
220.044395446777,0.000139995681678837,71430774.7216155
220.031021118164,0.000139788865005739,71536456.06600678
220.015075683594,0.00014012754810374502,71363555.09907578
223.907325744629,0.000139513277350134,71677765.65740891
223.908126831055,0.000139307288962181,71783752.84235694
223.910209655762,0.000139206626687279,71835660.68635884
227.867668151855,0.000139085565162285,71898187.19384721
227.869728088379,0.000139156317651566,71861631.35646515
227.87336730957,0.00013912315698315,71878759.91925022
231.810386657715,0.00013908507547336,71898440.33204967
231.819061279297,0.000138927033847254,71980231.08299205
231.824256896973,0.000139217760438846,71829915.72682773
235.779052734375,0.00013890877114452102,71989694.51393372
235.789115905762,0.00013907032201883202,71906067.77084951
235.797271728516,0.000139066879395196,71907847.8174685
239.748840332031,0.00013858601943361802,72157350.65390162
239.762725830078,0.00013887239191102602,72008553.04924025
239.774444580078,0.000138445426678353,72230627.18592189
243.752899169922,0.00013839738209217402,72255702.01421803
243.76481628418,0.00013835428507220102,72278209.48792037
243.774810791016,0.000138236611601949,72339736.08087924
247.730918884277,0.00013769412459397302,72624740.01332739
247.74503326416,0.000137601914867499,72673407.26783708
247.756851196289,0.00013759936276723302,72674755.16522764
251.723983764648,0.00013706976257558002,72955550.60501413
251.737190246582,0.000137588215291998,72680643.31510805
251.760894775391,0.00013777683718235002,72581140.66564634
255.706474304199,0.00013809367750430002,72414611.44872919
255.721290588379,0.00013797249774049502,72478212.42468522
255.734153747559,0.00013798462646918101,72471841.65283448
259.688430786133,0.00013723420591271,72868130.31410448
259.703109741211,0.00013711096303837202,72933628.19719522
259.716674804687,0.000137517880038903,72717816.74623735
263.68669128418,0.000137031508987554,72975916.80836163
263.700836181641,0.000137161947336435,72906518.12832385
263.713851928711,0.000137126641293563,72925289.39428942
267.671127319336,0.00013663465256835602,73187875.93064775
267.687347412109,0.000137069642858017,72955614.32489072
267.702285766602,0.000137317202376951,72824087.78289036
271.659622192383,0.00013689816125951802,73047000.10574275
271.675354003906,0.00013703216770287102,72975566.0122312
271.689666748047,0.00013695306067554002,73017718.26546708
275.66178894043,0.000136359514976309,73335549.79084072
275.676651000977,0.000136716814915617,73143892.40395997
275.706359863281,0.00013708343671711302,72948273.25226837
279.647247314453,0.000136121891789352,73463569.0743628
279.663848876953,0.000136061998468743,73495907.10515149
279.678176879883,0.00013682386342176502,73086665.95076767
283.635314941406,0.00013597055913163402,73545332.63571368
283.651351928711,0.000135614429332093,73738466.1001815
283.665084838867,0.000135759607392828,73659611.95707086
287.618423461914,0.00013535104303644802,73881957.43203212
287.65950012207,0.00013569934568253902,73692322.90474294
287.694000244141,0.000135493364411911,73804352.28989646
291.607406616211,0.000135245644420138,73939534.56227538
291.624710083008,0.00013490630666697202,74125519.01436211
291.641525268555,0.00013523991868023,73942664.98817295
295.591232299805,0.00013467291078052802,74253982.79462948
295.609619140625,0.00013477274732716002,74198977.15466957
295.626663208008,0.000134899910757973,74129033.47238848
299.576324462891,0.00013422195376620202,74503460.2716241
299.5966796875,0.000133860201068452,74704803.3708414
299.639251708984,0.00013436709329234302,74422983.74530555
